Distance(km),Fuel Type,Location,Manufacturing Year,Price in INR,Make,Model
54000.0,  Petrol  ,   New Delhi  ,2014.0,22500.0,Hyundai,Eon Era +
24594.0,  Petrol  ,   New Delhi  ,2013.0,25000.0,Hyundai,Eon Era +
26342.0,  Petrol  ,   New Delhi  ,2015.0,28000.0,Hyundai,Eon Era +
12156.0,  Petrol  ,   Bangalore  ,2015.0,32500.0,Hyundai,Eon Era +
50219.0,  Petrol  ,   Bangalore  ,2014.0,29000.0,Hyundai,Eon Era +
6189.0,  Petrol  ,   Gurgaon  ,2015.0,31500.0,Hyundai,Eon Era +
29192.0,  Petrol  ,   New Delhi  ,2013.0,25500.0,Hyundai,Eon Era +
9000.0,  Petrol  ,   Bangalore  ,2016.0,40000.0,Hyundai,Eon Era +
33382.0,  Petrol  ,   Jamshedpur  ,2012.0,25000.0,Hyundai,Eon Era +
9190.0,  Petrol  ,   Gurgaon  ,2013.0,27500.0,Hyundai,Eon Era +
46767.0,  Petrol  ,   Tonk  ,2015.0,27500.0,Hyundai,Eon Era +
31344.0,  Petrol  ,   Gurgaon  ,2015.0,27000.0,Hyundai,Eon Era +
24062.0,  Petrol  ,   Bangalore  ,2015.0,32500.0,Hyundai,Eon Era +
25857.0,  Petrol  ,   New Delhi  ,2014.0,25000.0,Hyundai,Eon Era +
49479.0,  Petrol  ,   New Delhi  ,2014.0,24000.0,Hyundai,Eon Era +
26725.0,  Petrol  ,   New Delhi  ,2014.0,26500.0,Hyundai,Eon Era +
12000.0,  Petrol  ,   Bangalore  ,2015.0,35000.0,Hyundai,Eon Era +
34367.0,  Petrol  ,   Mumbai  ,2012.0,23000.0,Hyundai,Eon Era +
8202.0,  Petrol  ,   New Delhi  ,2016.0,29800.0,Hyundai,Eon Era +
8000.0,Petrol,NA,2018.0,350000.0,Hyundai,Eon Era +
8000.0,Petrol,NA,2018.0,350000.0,Hyundai,Eon Era +
8000.0,Petrol,NA,2018.0,350000.0,Hyundai,Eon Era +
46468.0,  Petrol  ,   Bangalore  ,2014.0,28500.0,Hyundai,Eon Era +
22130.0,  Petrol  ,   Thane  ,2013.0,25000.0,Hyundai,Eon Era +
61974.0,  Petrol  ,   Mumbai  ,2014.0,20900.0,Hyundai,Eon Era +
53479.0,  Petrol  ,   Nagpur  ,2014.0,24000.0,Hyundai,Eon Era +
61627.0,  Petrol  ,   New Delhi  ,2013.0,21800.0,Hyundai,Eon Era +
4000.0,  Petrol  ,   Jammu  ,2017.0,31000.0,Hyundai,Eon Era +
35990.0,  Petrol  ,   New Delhi  ,2014.0,22000.0,Hyundai,Eon Era +
29374.0,  Petrol  ,   Faridabad  ,2013.0,21000.0,Hyundai,Eon Era +
52000.0,  Petrol  ,   Hubli  ,2012.0,23000.0,Hyundai,Eon Era +
66000.0,Petrol,NA,2013.0,280000.0,Hyundai,Eon Era +
22457.0,  Petrol  ,   Jaipur  ,2013.0,28000.0,Hyundai,Eon Era +
30521.0,  Petrol  ,   Kolkata  ,2012.0,22000.0,Hyundai,Eon Era +
44099.0,  Petrol  ,   New Delhi  ,2013.0,21000.0,Hyundai,Eon Era +
55265.0,  Petrol  ,   Navi Mumbai  ,2014.0,24000.0,Hyundai,Eon Era +
44976.0,  Petrol  ,   Bangalore  ,2012.0,28500.0,Hyundai,Eon Era +
70274.0,  Petrol  ,   Mumbai  ,2014.0,24000.0,Hyundai,Eon Era +
14523.0,  Petrol  ,   New Delhi  ,2014.0,23500.0,Hyundai,Eon Era +
48089.0,  Petrol  ,   Mumbai  ,2013.0,26500.0,Hyundai,Eon Era +
38792.0,  Petrol  ,   New Delhi  ,2013.0,20000.0,Hyundai,Eon Era +
43053.0,  Petrol  ,   Mumbai  ,2013.0,22500.0,Hyundai,Eon Era +
13516.0,  Petrol  ,   Jamshedpur  ,2013.0,26500.0,Hyundai,Eon Era +
7850.0,  Petrol  ,   Pune  ,2014.0,30000.0,Hyundai,Eon Era +
11738.0,  Petrol  ,   Bangalore  ,2015.0,33500.0,Hyundai,Eon Era +
26048.0,  Petrol  ,   New Delhi  ,2013.0,24500.0,Hyundai,Eon Era +
45347.0,  Petrol  ,   New Delhi  ,2013.0,25000.0,Hyundai,Eon Era +
30900.0,  Petrol  ,   Mumbai  ,2014.0,27500.0,Hyundai,Eon Era +
34233.0,  Petrol  ,   New Delhi  ,2014.0,26500.0,Hyundai,Eon Era +
15000.0,  Petrol  ,   Bangalore  ,2015.0,37500.0,Hyundai,Eon Era +
3205.0,  Petrol  ,   Noida  ,2015.0,32000.0,Hyundai,Eon Era +
25857.0,  Petrol  ,   New Delhi  ,2014.0,25000.0,Hyundai,Eon Era +
15000.0,  Petrol  ,   Bangalore  ,2015.0,37500.0,Hyundai,Eon Era +
5634.0,  Petrol  ,   Kolkata  ,2015.0,26500.0,Hyundai,Eon Era +
30380.0,  Petrol  ,   Chennai  ,2015.0,29000.0,Hyundai,Eon Era +
7802.0,  Petrol  ,   Gurgaon  ,2014.0,28000.0,Hyundai,Eon Era +
33618.0,  Petrol  ,   Bangalore  ,2014.0,36500.0,Hyundai,Eon D-Lite +
53383.0,  LPG  ,   New Delhi  ,2014.0,21500.0,Hyundai,Eon D-Lite +
25300.0,  Petrol  ,   New Delhi  ,2013.0,21000.0,Hyundai,Eon D-Lite +
993.0,  Petrol  ,   Gurgaon  ,2016.0,28500.0,Hyundai,Eon D-Lite +
14688.0,  LPG  ,   Bangalore  ,2015.0,31000.0,Hyundai,Eon D-Lite +
35525.0,  Petrol  ,   New Delhi  ,2012.0,19500.0,Hyundai,Eon D-Lite +
25206.0,  LPG  ,   New Delhi  ,2012.0,18100.0,Hyundai,Eon D-Lite +
22658.0,  LPG  ,   Bangalore  ,2012.0,25900.0,Hyundai,Eon D-Lite +
27139.0,  LPG  ,   Bangalore  ,2014.0,30500.0,Hyundai,Eon D-Lite +
44367.0,  Petrol  ,   Bangalore  ,2013.0,28700.0,Hyundai,Eon D-Lite +
35442.0,  LPG  ,   Bangalore  ,2013.0,28100.0,Hyundai,Eon D-Lite +
45000.0,Petrol,NA,2014.0,240000.0,Hyundai,Eon D-Lite +
45000.0,Petrol,NA,2014.0,240000.0,Hyundai,Eon D-Lite +
54705.0,  Petrol  ,   Bangalore  ,2014.0,28500.0,Hyundai,Eon D-Lite
86921.0,  Petrol  ,   Lucknow  ,2012.0,22500.0,Hyundai,Eon D-Lite
12358.0,  Petrol  ,   Bangalore  ,2013.0,29500.0,Hyundai,Eon D-Lite
35260.0,  Petrol  ,   Kolkata  ,2013.0,24500.0,Hyundai,Eon D-Lite
29880.0,  Petrol  ,   Bangalore  ,2012.0,27500.0,Hyundai,Eon D-Lite
20579.0,  Petrol  ,   Bangalore  ,2012.0,27500.0,Hyundai,Eon D-Lite
45835.0,  Petrol  ,   Navi Mumbai  ,2013.0,19000.0,Hyundai,Eon D-Lite
30324.0,  Petrol  ,   Gurgaon  ,2012.0,22500.0,Hyundai,Eon D-Lite
8386.0,  Petrol  ,   Mumbai  ,2014.0,34000.0,Hyundai,Eon D-Lite
43904.0,  Petrol  ,   Bangalore  ,2012.0,24500.0,Hyundai,Eon D-Lite
62112.0,  Petrol  ,   Bharatpur  ,2012.0,22000.0,Hyundai,Eon D-Lite
23236.0,  Petrol  ,   Navi Mumbai  ,2014.0,21500.0,Hyundai,Eon D-Lite
35040.0,  LPG  ,   Bangalore  ,2012.0,25000.0,Hyundai,Eon D-Lite +
53907.0,  Petrol  ,   Bangalore  ,2015.0,31000.0,Hyundai,Eon D-Lite +
25368.0,  Petrol  ,   Mumbai  ,2016.0,26000.0,Hyundai,Eon D-Lite +
77851.0,  Petrol  ,   Bangalore  ,2012.0,25900.0,Hyundai,Eon D-Lite +
2016.0,  Petrol  ,   Chennai  ,2015.0,32500.0,Hyundai,Eon Era +
27489.0,  Petrol  ,   New Delhi  ,2015.0,29000.0,Hyundai,Eon Era +
28284.0,  Petrol  ,   New Delhi  ,2015.0,27500.0,Hyundai,Eon Era +
26524.0,  Petrol  ,   Bangalore  ,2012.0,29900.0,Hyundai,Eon Era +
5640.0,  Petrol  ,   New Delhi  ,2016.0,29000.0,Hyundai,Eon Era +
64039.0,  Petrol  ,   Bhiwani  ,2014.0,20000.0,Hyundai,Eon Era +
28290.0,  Petrol  ,   Pune  ,2013.0,30000.0,Hyundai,Eon Era +
12000.0,  Petrol  ,   Bangalore  ,2015.0,33500.0,Hyundai,Eon Era +
91000.0,  Petrol  ,   Bongaigaon  ,2013.0,22000.0,Hyundai,Eon Era +
20941.0,  Petrol  ,   Bangalore  ,2015.0,32500.0,Hyundai,Eon Era +
20049.0,  Petrol  ,   Karauli  ,2015.0,35000.0,Hyundai,Eon Era +
24000.0,  Petrol  ,   New Delhi  ,2014.0,24500.0,Hyundai,Eon Era +
13690.0,  Petrol  ,   Jaipur  ,2016.0,34000.0,Hyundai,Eon Era +
40028.0,  Petrol  ,   Bangalore  ,2012.0,28000.0,Hyundai,Eon Era +
24085.0,  Petrol  ,   Thane  ,2014.0,31000.0,Hyundai,Eon Era +
22527.0,  Petrol  ,   Mumbai  ,2013.0,21500.0,Hyundai,Eon Era +
9522.0,  Petrol  ,   New Delhi  ,2017.0,31000.0,Hyundai,Eon Era +
47406.0,  Petrol  ,   Jaipur  ,2015.0,29000.0,Hyundai,Eon Era +
14315.0,  Petrol  ,   Jaipur  ,2015.0,35000.0,Hyundai,Eon Era +
23951.0,  Petrol  ,   Gurgaon  ,2015.0,27000.0,Hyundai,Eon Era +
81153.0,  Petrol  ,   Noida  ,2012.0,19500.0,Hyundai,Eon Era +
32528.0,  Petrol  ,   Jalandhar  ,2015.0,28500.0,Hyundai,Eon Era +
20943.0,  Petrol  ,   Bangalore  ,2015.0,33000.0,Hyundai,Eon Era +
43125.0,  Petrol  ,   New Delhi  ,2013.0,18500.0,Hyundai,Eon Delight +
49685.0,  Petrol  ,   Bangalore  ,2013.0,27500.0,Hyundai,Eon D-Lite + (O)
50000.0,  LPG  ,   New Delhi  ,2015.0,26500.0,Hyundai,Eon D-Lite +
71359.0,  Petrol  ,   New Delhi  ,2012.0,19200.0,Hyundai,Eon Era +
51252.0,  Petrol  ,   Jaipur  ,2012.0,26000.0,Hyundai,Eon D-Lite
19228.0,  Petrol  ,   Bangalore  ,2012.0,25300.0,Hyundai,Eon Era +
15000.0,  Petrol  ,   Bangalore  ,2015.0,37500.0,Hyundai,Eon Era +
82000.0,  Petrol  ,   Mumbai  ,2006.0,15000.0,Hyundai,Getz (2004-2007) GLS
95000.0,  Petrol  ,   Rewari  ,2007.0,16500.0,Hyundai,Getz (2004-2007) GLS
55685.0,  Petrol  ,   New Delhi  ,2008.0,12500.0,Hyundai,Getz (2004-2007) GLE
80000.0,  Petrol  ,   New Delhi  ,2006.0,850000000.0,Hyundai,Getz (2004-2007) GL
10905.0,  Petrol  ,   Kolkata  ,2012.0,26500.0,Hyundai,Eon Sportz
27340.0,  Petrol  ,   Bangalore  ,2014.0,37500.0,Hyundai,Eon Sportz
8043.0,  Petrol  ,   New Delhi  ,2016.0,35000.0,Hyundai,Eon Sportz
19796.0,  Petrol  ,   Bangalore  ,2014.0,31800.0,Hyundai,Eon Sportz
14131.0,  Petrol  ,   Kollam  ,2012.0,28500.0,Hyundai,Eon Sportz
35816.0,  Petrol  ,   New Delhi  ,2015.0,27500.0,Hyundai,Eon Sportz
45122.0,  Petrol  ,   Jamshedpur  ,2013.0,25000.0,Hyundai,Eon Sportz
32182.0,  Petrol  ,   New Delhi  ,2015.0,28000.0,Hyundai,Eon Sportz
25000.0,  Petrol  ,   Bangalore  ,2012.0,26000.0,Hyundai,Eon Sportz
22256.0,  Petrol  ,   Mumbai  ,2013.0,29500.0,Hyundai,Eon Sportz
20079.0,  Petrol  ,   Pune  ,2014.0,35000.0,Hyundai,Eon Sportz
25868.0,  Petrol  ,   Bangalore  ,2014.0,34500.0,Hyundai,Eon Sportz
27389.0,  Petrol  ,   Bangalore  ,2014.0,37500.0,Hyundai,Eon Sportz
59404.0,  Petrol  ,   Bangalore  ,2013.0,33500.0,Hyundai,Eon Sportz
15681.0,  Petrol  ,   Bangalore  ,2015.0,35000.0,Hyundai,Eon Sportz
61328.0,  Petrol  ,   Bangalore  ,2012.0,23500.0,Hyundai,Eon Magna + (O)
45302.0,  Petrol  ,   Bangalore  ,2013.0,30000.0,Hyundai,Eon Magna + (O)
35000.0,  Petrol  ,   Srinagar  ,2013.0,31000.0,Hyundai,Eon Magna +
24465.0,  Petrol  ,   Jamshedpur  ,2013.0,26500.0,Hyundai,Eon Magna +
8370.0,  Petrol  ,   Jaipur  ,2013.0,31000.0,Hyundai,Eon Magna +
1078.0,  Petrol  ,   Noida  ,2016.0,38000.0,Hyundai,Eon Magna +
52610.0,  Petrol  ,   Amritsar  ,2006.0,15000.0,Hyundai,Getz (2004-2007) GLS
82462.0,  Petrol  ,   Bangalore  ,2007.0,22500.0,Hyundai,Getz (2004-2007) GLS
36615.0,  Petrol  ,   Bangalore  ,2005.0,21800.0,Hyundai,Getz (2004-2007) GLS
47000.0,  Petrol  ,   Thane  ,2005.0,11500.0,Hyundai,Getz (2004-2007) GLS
28110.0,  Diesel  ,   Faridabad  ,2014.0,41000.0,Hyundai,Grand i10 1.2 CRDi Magna
37840.0,  Diesel  ,   New Delhi  ,2014.0,37700.0,Hyundai,Grand i10 1.2 CRDi Magna
22519.0,  Diesel  ,   Bangalore  ,2014.0,52500.0,Hyundai,Grand i10 1.2 CRDi Magna
31896.0,  Diesel  ,   Mumbai  ,2015.0,47000.0,Hyundai,Grand i10 1.2 CRDi Asta
45022.0,  Diesel  ,   Mumbai  ,2013.0,41200.0,Hyundai,Grand i10 1.2 CRDi Asta
15393.0,  Diesel  ,   Bangalore  ,2016.0,68400.0,Hyundai,Grand i10 1.2 CRDi Asta
79778.0,  Petrol  ,   Mumbai  ,2007.0,14600.0,Hyundai,Getz Prime (2007-2010) GVS
53507.0,  Petrol  ,   Pune  ,2008.0,16000.0,Hyundai,Getz Prime (2007-2010) GVS
42981.0,  Petrol  ,   Mumbai  ,2008.0,17500.0,Hyundai,Getz Prime (2007-2010) GVS
83500.0,  Petrol  ,   Nagpur  ,2008.0,18000.0,Hyundai,Getz Prime (2007-2010) GVS
87550.0,  Diesel  ,   Goa  ,2008.0,18000.0,Hyundai,Getz Prime (2007-2010) GVS
60000.0,  Petrol  ,   Mumbai  ,2009.0,17500.0,Hyundai,Getz Prime (2007-2010) GVS
16120.0,  Petrol  ,   Pune  ,2014.0,32000.0,Hyundai,Eon Magna +
19591.0,  Petrol  ,   Ahmedabad  ,2009.0,25000.0,Hyundai,Getz Prime (2007-2010) GVS
94806.0,  Petrol  ,   Kolkata  ,2009.0,15500.0,Hyundai,Getz Prime (2007-2010) GVS
69602.0,  Petrol  ,   Amravati  ,2007.0,16500.0,Hyundai,Getz Prime (2007-2010) GVS
52871.0,  Petrol  ,   Pune  ,2008.0,17000.0,Hyundai,Getz Prime (2007-2010) GLX
59850.0,  Petrol  ,   Mumbai  ,2008.0,17500.0,Hyundai,Getz Prime (2007-2010) GLX
46064.0,  Petrol  ,   Bangalore  ,2010.0,25000.0,Hyundai,Getz Prime (2007-2010) GLX
76900.0,  Petrol  ,   Pune  ,2008.0,17000.0,Hyundai,Getz Prime (2007-2010) GLE
56862.0,  Petrol  ,   Ahmedabad  ,2009.0,22500.0,Hyundai,Getz Prime (2007-2010) GLE
31909.0,  Petrol  ,   Mumbai  ,2008.0,17500.0,Hyundai,Getz Prime (2007-2010) GLE
66100.0,  Petrol  ,   Pune  ,2008.0,18000.0,Hyundai,Getz Prime (2007-2010) GLE
52000.0,  Petrol  ,   Thane  ,2007.0,13500.0,Hyundai,Getz (2004-2007) GVS
97785.0,  Petrol  ,   Bangalore  ,2005.0,22500.0,Hyundai,Getz (2004-2007) GVS
65502.0,  Petrol  ,   Bangalore  ,2004.0,21000.0,Hyundai,Getz (2004-2007) GLS
94000.0,  Petrol  ,   Bangalore  ,2008.0,27500.0,Hyundai,Getz Prime (2007-2010) GVS
20824.0,  Petrol  ,   Bangalore  ,2015.0,34000.0,Hyundai,Eon Era +
61000.0,  Petrol  ,   New Delhi  ,2013.0,22500.0,Hyundai,Eon Magna +
30560.0,  Petrol  ,   Jaipur  ,2014.0,31000.0,Hyundai,Eon Magna +
62521.0,  Petrol  ,   Bongaigaon  ,2014.0,25500.0,Hyundai,Eon Magna +
15426.0,  Petrol  ,   Bangalore  ,2016.0,35000.0,Hyundai,Eon Magna +
17056.0,  Petrol  ,   Bangalore  ,2013.0,31600.0,Hyundai,Eon Magna +
34927.0,  Petrol  ,   Bangalore  ,2012.0,28000.0,Hyundai,Eon Magna +
30217.0,  Petrol  ,   Thane  ,2014.0,29500.0,Hyundai,Eon Magna +
35000.0,  Petrol  ,   New Delhi  ,2014.0,26500.0,Hyundai,Eon Magna
45523.0,  LPG  ,   Bangalore  ,2012.0,31000.0,Hyundai,Eon Era + LPG
46383.0,  LPG  ,   Bangalore  ,2012.0,30000.0,Hyundai,Eon Era + LPG
22258.0,  Petrol  ,   Bangalore  ,2016.0,35200.0,Hyundai,Eon Era + (O)
52906.0,  Petrol  ,   Noida  ,2012.0,22500.0,Hyundai,Eon Era +
35000.0,  Petrol  ,   New Delhi  ,2014.0,22000.0,Hyundai,Eon Era +
20771.0,  Petrol  ,   Faridabad  ,2014.0,30000.0,Hyundai,Eon Era +
7683.0,  Petrol  ,   Chennai  ,2016.0,33000.0,Hyundai,Eon Era +
15000.0,  Petrol  ,   Bangalore  ,2015.0,37500.0,Hyundai,Eon Era +
32040.0,  Petrol  ,   Kolkata  ,2012.0,21000.0,Hyundai,Eon Era +
25343.0,  Petrol  ,   Jaipur  ,2013.0,27500.0,Hyundai,Eon Era +
7608.0,  Petrol  ,   New Delhi  ,2015.0,29500.0,Hyundai,Eon Era +
24677.0,  Petrol  ,   New Delhi  ,2014.0,24500.0,Hyundai,Eon Era +
41842.0,    ,   New Delhi  ,2016.0,29000.0,Hyundai,Eon Era +
9000.0,  Petrol  ,   Bangalore  ,2012.0,29500.0,Hyundai,Eon Era +
13516.0,  Petrol  ,   Jamshedpur  ,2013.0,26500.0,Hyundai,Eon Era +
15000.0,  Petrol  ,   Bangalore  ,2015.0,37500.0,Hyundai,Eon Era +
35990.0,  Petrol  ,   New Delhi  ,2014.0,22000.0,Hyundai,Eon Era +
35928.0,    ,   New Delhi  ,2014.0,23000.0,Hyundai,Eon Era +
22457.0,  Petrol  ,   Jaipur  ,2013.0,28000.0,Hyundai,Eon Era +
26478.0,  Petrol  ,   New Delhi  ,2015.0,27000.0,Hyundai,Eon Magna +
12000.0,  Petrol  ,   Kolkata  ,2015.0,28000.0,Hyundai,Eon Magna +
40000.0,  Petrol  ,   Bangalore  ,2014.0,29500.0,Hyundai,Eon Magna +
31513.0,  Petrol  ,   Kollam  ,2013.0,27500.0,Hyundai,Eon Magna +
42536.0,  Petrol  ,   Noida  ,2013.0,25000.0,Hyundai,Eon Magna +
30539.0,  Petrol  ,   New Delhi  ,2016.0,30000.0,Hyundai,Eon Magna +
6984.0,  Petrol  ,   New Delhi  ,2016.0,30500.0,Hyundai,Eon Magna +
52254.0,Petrol,NA,2013.0,225000.0,Hyundai,Eon Magna +
41051.0,  Petrol  ,   New Delhi  ,2013.0,20500.0,Hyundai,Eon Magna +
14000.0,  Petrol  ,   Bangalore  ,2015.0,36500.0,Hyundai,Eon Magna +
42523.0,  Petrol  ,   Bangalore  ,2014.0,32500.0,Hyundai,Eon Magna +
14000.0,  Petrol  ,   Bangalore  ,2015.0,36500.0,Hyundai,Eon Magna +
21040.0,  Petrol  ,   New Delhi  ,2014.0,25000.0,Hyundai,Eon Magna +
21229.0,  Petrol  ,   New Delhi  ,2014.0,27000.0,Hyundai,Eon Magna +
1786.0,  Petrol  ,   Kolkata  ,2016.0,30000.0,Hyundai,Eon Magna +
66725.0,  Petrol  ,   Bangalore  ,2013.0,24900.0,Hyundai,Eon Magna +
42297.0,  Petrol  ,   Nashik  ,2014.0,32500.0,Hyundai,Eon Magna +
42187.0,  Petrol  ,   Bangalore  ,2013.0,30000.0,Hyundai,Eon Magna +
57980.0,  Petrol  ,   Bangalore  ,2015.0,32000.0,Hyundai,Eon Magna +
20720.0,  Petrol  ,   Bangalore  ,2014.0,32500.0,Hyundai,Eon Magna +
46308.0,  Petrol  ,   Chennai  ,2013.0,26000.0,Hyundai,Eon Magna +
90000.0,  Petrol  ,   Kollam  ,2013.0,25000.0,Hyundai,Eon Magna +
30947.0,  Petrol  ,   Navi Mumbai  ,2012.0,22500.0,Hyundai,Eon Magna +
14009.0,  Petrol  ,   Thane  ,2014.0,32500.0,Hyundai,Eon Magna +
21229.0,  Petrol  ,   New Delhi  ,2014.0,27000.0,Hyundai,Eon Magna +
16544.0,  Petrol  ,   New Delhi  ,2012.0,27500.0,Hyundai,Eon Magna +
29830.0,  Petrol  ,   New Delhi  ,2013.0,24000.0,Hyundai,Eon Magna +
15377.0,  Petrol  ,   Mumbai  ,2016.0,32000.0,Hyundai,Eon Magna +
23605.0,  Petrol  ,   Jaipur  ,2015.0,32500.0,Hyundai,Eon Magna +
44000.0,  Petrol  ,   Jharsuguda  ,2014.0,26000.0,Hyundai,Eon Magna +
29527.0,  Petrol  ,   Indore  ,2015.0,34000.0,Hyundai,Eon Magna +
30000.0,  Petrol  ,   Bangalore  ,2013.0,30500.0,Hyundai,Eon D-Lite
28614.0,  Petrol  ,   New Delhi  ,2015.0,28000.0,Hyundai,Eon 1.0 Kappa Magna Plus
31194.0,  Petrol  ,   Bangalore  ,2014.0,38500.0,Hyundai,Eon 1.0 Kappa Era +
97000.0,Diesel,NA,2016.0,1100000.0,Hyundai,Creta SX 1.6 CRDI VGT
79643.0,Diesel,NA,2015.0,1450000.0,Hyundai,Creta SX 1.6 CRDI VGT
47000.0,Diesel,NA,2015.0,1300000.0,Hyundai,Creta S Plus 1.6 AT...
54274.0,Petrol,NA,2016.0,850000.0,Hyundai,Creta S 1.6 Petrol ...
96000.0,Diesel,NA,2016.0,1050000.0,Hyundai,Creta S 1.4 CRDI
96000.0,Diesel,NA,2016.0,1050000.0,Hyundai,Creta S 1.4 CRDI
96000.0,Diesel,NA,2016.0,1050000.0,Hyundai,Creta S 1.4 CRDI
40111.0,  Diesel  ,   New Delhi  ,2015.0,99500.0,Hyundai,Creta 1.6 VTVT SX Plus
6150.0,  Petrol  ,   Kolkata  ,2016.0,114000.0,Hyundai,Creta 1.6 VTVT SX Plus
13211.0,  Petrol  ,   New Delhi  ,2015.0,121500.0,Hyundai,Creta 1.6 VTVT SX Plus
5037.0,  Petrol  ,   Mumbai  ,2017.0,135000.0,Hyundai,Creta 1.6 VTVT SX Plus
17843.0,  Petrol  ,   Pune  ,2016.0,115000.0,Hyundai,Creta 1.6 VTVT SX Plus
40000.0,Petrol,NA,2017.0,1150000.0,Hyundai,Creta 1.6 SX Plus A...
21056.0,  Diesel  ,   New Delhi  ,2016.0,141000.0,Hyundai,Creta 1.6 CRDI SX OPTION
50000.0,  Diesel  ,   New Delhi  ,2015.0,115000.0,Hyundai,Creta 1.6 CRDI SX OPTION
56552.0,  Diesel  ,   Pune  ,2016.0,130000.0,Hyundai,Creta 1.6 CRDI SX
14911.0,  Diesel  ,   Surat  ,2016.0,115000.0,Hyundai,Creta 1.6 CRDI SX
31025.0,  Diesel  ,   Bhopal  ,2016.0,135000.0,Hyundai,Creta 1.6 CRDI SX
9000.0,  Diesel  ,   Chennai  ,2018.0,110000.0,Hyundai,Creta 1.6 CRDI SX
49000.0,  Diesel  ,   Gurgaon  ,2015.0,105000.0,Hyundai,Creta 1.6 CRDI AT SX Plus
5000.0,  Diesel  ,   Bangalore  ,2015.0,155000.0,Hyundai,Creta 1.6 CRDI AT SX Plus
25000.0,  Diesel  ,   Ghaziabad  ,2015.0,114000.0,Hyundai,Creta 1.4 CRDI S Plus
26353.0,  Diesel  ,   Noida  ,2015.0,112500.0,Hyundai,Creta 1.4 CRDI S Plus
21500.0,  Petrol  ,   New Delhi  ,2017.0,132500.0,Hyundai,Creta (2017-2018) 1.6 VTVT SX Plus
15495.0,  Diesel  ,   New Delhi  ,2017.0,132500.0,Hyundai,Creta (2017-2018) 1.6 CRDI AT SX Plus
97000.0,Diesel,NA,2016.0,1100000.0,Hyundai,Creta SX 1.6 CRDI VGT
38261.0,Diesel,NA,2016.0,1400000.0,Hyundai,Creta SX 1.6 CRDI VGT
38509.0,Diesel,NA,2016.0,1380000.0,Hyundai,Creta SX 1.6 CRDI VGT
97000.0,Diesel,NA,2016.0,1100000.0,Hyundai,Creta SX 1.6 CRDI VGT
24518.0,  Petrol  ,   New Delhi  ,2016.0,67500.0,Hyundai,Elite i20 Asta (O) 1.2
18000.0,  Petrol  ,   Mumbai  ,2015.0,67500.0,Hyundai,Elite i20 Asta (O) 1.2
15390.0,  Petrol  ,   New Delhi  ,2014.0,49000.0,Hyundai,Elite i20 Asta (O) 1.2
17862.0,  Petrol  ,   New Delhi  ,2015.0,62500.0,Hyundai,Elite i20 Asta (O) 1.2
61788.0,  Petrol  ,   New Delhi  ,2012.0,72500.0,Hyundai,Elantra 1.8 SX MT
51340.0,  Petrol  ,   Gurgaon  ,2013.0,71000.0,Hyundai,Elantra 1.8 SX MT
26000.0,  Petrol  ,   Noida  ,2014.0,117500.0,Hyundai,Elantra 1.8 SX AT
51000.0,  Petrol  ,   Noida  ,2013.0,97500.0,Hyundai,Elantra 1.8 SX AT
29971.0,  Petrol  ,   Mumbai  ,2015.0,127500.0,Hyundai,Elantra 1.8 SX AT
4734.0,  Petrol  ,   Thane  ,2016.0,164000.0,Hyundai,Elantra 1.8 SX AT
48514.0,  Diesel  ,   New Delhi  ,2012.0,62500.0,Hyundai,Elantra 1.6 SX MT
27453.0,  Petrol  ,   New Delhi  ,2013.0,75000.0,Hyundai,Elantra 1.6 SX MT
9000.0,  Petrol  ,   New Delhi  ,2017.0,135000.0,Hyundai,Creta (2015-2017) 1.6 VTVT AT SX Plus
88365.0,  Diesel  ,   Ahmedabad  ,2013.0,85000.0,Hyundai,Elantra 1.6 S MT
72639.0,  Petrol  ,   Mumbai  ,2015.0,76900.0,Hyundai,Elantra (2015-2016) 1.8 SX MT
44000.0,  Petrol  ,   New Delhi  ,2016.0,125000.0,Hyundai,Elantra (2015-2016) 1.8 SX AT
58976.0,  Diesel  ,   Navi Mumbai  ,2015.0,82500.0,Hyundai,Elantra (2015-2016) 1.6 SX MT
19000.0,  Petrol  ,   Indore  ,2014.0,65100.0,Hyundai,Elantra (2012-2015) 1.8 SX MT
22000.0,  Petrol  ,   Mumbai  ,2012.0,65000.0,Hyundai,Elantra (2012-2015) 1.8 S MT
26159.0,  Diesel  ,   Mumbai  ,2014.0,62500.0,Hyundai,Elantra (2012-2015) 1.6 SX MT
42000.0,  Diesel  ,   Bangalore  ,2014.0,117500.0,Hyundai,Elantra (2012-2015) 1.6 SX AT
42831.0,  Diesel  ,   Bangalore  ,2012.0,115000.0,Hyundai,Elantra (2004-2008) CRDi
42831.0,  Diesel  ,   Bangalore  ,2012.0,115000.0,Hyundai,Elantra (2004-2008) CRDi
40200.0,Diesel,NA,2015.0,1125000.0,Hyundai,Creta SX+ 1.6 U2 VG...
52350.0,Diesel,NA,2016.0,1250000.0,Hyundai,Creta SX+ 1.6 U2 VG...
97000.0,Diesel,NA,2016.0,1100000.0,Hyundai,Creta SX 1.6 CRDI VGT
51391.0,  Diesel  ,   Kolhapur  ,2014.0,98500.0,Hyundai,Elantra 1.6 S MT
7718.0,  Petrol  ,   New Delhi  ,2016.0,67500.0,Hyundai,Elite i20 Asta (O) 1.2
