Distance(km),Fuel Type,Location,Manufacturing Year,Price in INR,Make,Model
48200.0,Diesel,NA,2016.0,3200000.0,Audi,Q3 35 TDI Technology
55310.0,  Diesel  ,   Mumbai  ,2013.0,245000.0,Audi,Q3 2.0 TDI quattro
30120.0,  Diesel  ,   Nadia  ,2013.0,255000.0,Audi,Q3 2.0 TDI quattro
98000.0,  Diesel  ,   New Delhi  ,2011.0,249900.0,Audi,A8 L- 2013 3.0 TDI quattro
42000.0,  Diesel  ,   New Delhi  ,2009.0,220000.0,Audi,A8 (2003 - 2010) 3.0 TDi
41000.0,  Diesel  ,   New Delhi  ,2009.0,265000.0,Audi,A8 (2003 - 2010) 3.0 TDi
16000.0,  Diesel  ,   New Delhi  ,2014.0,215000.0,Audi,Q3 [2012-2015] 2.0 TDI quattro Premium Plus
69000.0,  Diesel  ,   Mumbai  ,2011.0,280000.0,Audi,A7 Sportback 3.0 TDI quattro
24510.0,  Diesel  ,   Mumbai  ,2014.0,286500.0,Audi,A6 2011-2015 3.0 TDI quattro
56500.0,  Diesel  ,   Navi Mumbai  ,2013.0,198000.0,Audi,A6 2011-2015 2.0 TDI
72000.0,  Diesel  ,   Pune  ,2013.0,200000.0,Audi,A6 2011-2015 2.0 TDI
29000.0,  Diesel  ,   New Delhi  ,2014.0,279900.0,Audi,A6 2011-2015 2.0 TDI
54303.0,  Diesel  ,   Mumbai  ,2013.0,215000.0,Audi,A6 2011-2015 2.0 TDI
29000.0,  Diesel  ,   New Delhi  ,2014.0,280000.0,Audi,A6 2011-2015 2.0 TDI
43000.0,Diesel,NA,2014.0,2190000.0,Audi,A6 2.0 TDI Premium+
85000.0,Diesel,NA,2012.0,2100000.0,Audi,A6 2.0 TDI Premium
32000.0,Diesel,NA,2012.0,3650000.0,Audi,A7 Sportback 3.0 TDI q...
28000.0,  Diesel  ,   Bangalore  ,2015.0,380000.0,Audi,Q3 [2012-2015] 35 TDI Premium Plus
45000.0,  Diesel  ,   Gurgaon  ,2014.0,275000.0,Audi,Q5 (2012-2018) 3.0 TDI quattro Technology Pack
77000.0,Diesel,NA,2014.0,3200000.0,Audi,Q5 2.0 TDI quattro Pre...
20000.0,  Petrol  ,   New Delhi  ,2011.0,409900.0,Audi,RS 5 Coupe
50000.0,  Diesel  ,   Rudrapur  ,2013.0,320000.0,Audi,Q7 [2010-2015] 35 TDI Premium Plus + Sunroof
41420.0,  Diesel  ,   Mumbai  ,2014.0,425000.0,Audi,Q7 [2010-2015] 35 TDI Premium + Sunroof
120000.0,  Petrol  ,   New Delhi  ,2012.0,239000.0,Audi,Q7 [2010-2015] 3.0 TFSI quattro
23000.0,  Diesel  ,   New Delhi  ,2013.0,375000.0,Audi,Q7 [2010-2015] 3.0 TDI quattro Premium
60000.0,  Diesel  ,   New Delhi  ,2011.0,275000.0,Audi,Q7 [2010-2015] 3.0 TDI quattro Premium
85000.0,  Diesel  ,   New Delhi  ,2012.0,230000.0,Audi,Q7 3.0 TDI quattro Premium
42000.0,  Diesel  ,   New Delhi  ,2014.0,440000.0,Audi,Q7 ( 2009 – 2014 ) 3.0 tdi
73000.0,  Diesel  ,   Bangalore  ,2011.0,350000.0,Audi,Q7 ( 2009 – 2014 ) 3.0 tdi
73000.0,  Diesel  ,   Bangalore  ,2011.0,350000.0,Audi,Q7 ( 2009 – 2014 ) 3.0 tdi
110000.0,  Diesel  ,   New Delhi  ,2012.0,170000.0,Audi,Q5 [2009-2012] 2.0 TDI quattro
95000.0,  Diesel  ,   Bangalore  ,2011.0,250000.0,Audi,Q5 [2009-2012] 2.0 TDI quattro
110000.0,  Diesel  ,   New Delhi  ,2012.0,168500.0,Audi,Q5 [2009-2012] 2.0 TDI quattro
23000.0,  Diesel  ,   Bangalore  ,2016.0,450000.0,Audi,Q5 Q5 3.0 TDI quattro Premium Plus
35000.0,  Diesel  ,   Bangalore  ,2014.0,380000.0,Audi,Q5 30 TDI Premium Edition
75000.0,Diesel,NA,2011.0,2450000.0,Audi,Q5 3.0 TDI quattro Pre...
26368.0,  Diesel  ,   New Delhi  ,2012.0,280000.0,Audi,Q5 2.0 TDI quattro Premium
50403.0,  Diesel  ,   New Delhi  ,2012.0,280000.0,Audi,Q5 2.0 TDI quattro Premium
72000.0,Diesel,NA,2013.0,2900000.0,Audi,Q5 2.0 TDI quattro Pre...
30083.0,  Diesel  ,   Thane  ,2014.0,282500.0,Audi,A6 2.0 TDI
68140.0,  Diesel  ,   Gurgaon  ,2010.0,149500.0,Audi,A6 2.0 TDI
70000.0,  Diesel  ,   Gurgaon  ,2014.0,155000.0,Audi,Q3 2011-2015 2.0 TDI S Edition
60120.0,  Diesel  ,   Gurgaon  ,2013.0,317500.0,Audi,A6 2.0 TDI
60000.0,  Diesel  ,   New Delhi  ,2012.0,109500.0,Audi,A4 2.0 TDI Premium Plus
18000.0,  Diesel  ,   Bangalore  ,2012.0,250000.0,Audi,A4 2.0 TDI Premium Plus
48781.0,  Diesel  ,   Mumbai  ,2011.0,125000.0,Audi,A4 2.0 TDI Premium Plus
88216.0,  Diesel  ,   Bangalore  ,2008.0,500000.0,Audi,A4 2.0 TDI Premium Plus
9000.0,  Diesel  ,   New Delhi  ,2016.0,259000.0,Audi,A4 2.0 TDI Premium Plus
41768.0,  Diesel  ,   Navi Mumbai  ,2013.0,177500.0,Audi,A4 2.0 TDI Premium Plus
60000.0,Diesel,NA,2015.0,2500000.0,Audi,A4 2.0 TDI Multitronic...
66700.0,Diesel,NA,2011.0,1500000.0,Audi,A4 2.0 TDI Multitronic...
44548.0,Diesel,NA,2014.0,1575500.0,Audi,A4 2.0 TDI Multitronic...
46000.0,  Diesel  ,   Mumbai  ,2010.0,128500.0,Audi,A4 2.0 TDI Multitronic
39162.0,  Diesel  ,   Thane  ,2011.0,155000.0,Audi,A4 2.0 TDI Multitronic
115063.0,  Diesel  ,   Surat  ,2009.0,112100.0,Audi,A4 2.0 TDI Multitronic
51510.0,  Diesel  ,   New Delhi  ,2013.0,210000.0,Audi,A4 2.0 TDI Multitronic
36823.0,  Diesel  ,   Mumbai  ,2012.0,178000.0,Audi,A4 2.0 TDI Multitronic
15593.0,  Diesel  ,   New Delhi  ,2014.0,270000.0,Audi,A4 2.0 TDI Multitronic
65800.0,  Diesel  ,   Thane  ,2012.0,210000.0,Audi,A6 2.0 TDI
55000.0,  Petrol  ,   New Delhi  ,2014.0,179000.0,Audi,A4 1.8 TFSI
676.0,  Petrol  ,   New Delhi  ,2015.0,250000.0,Audi,A3 40 TFSI Premium
70000.0,  Diesel  ,   New Delhi  ,2012.0,182500.0,Audi,
43000.0,  Diesel  ,   Mumbai  ,2012.0,165000.0,Audi,A4 2.0 TDI Premium Plus
52000.0,  Diesel  ,   Hyderabad  ,2013.0,230000.0,Audi,A4 2.0 TDI Premium Plus
72000.0,Diesel,NA,2010.0,925000.0,Audi,A4 2.0 TDI (143bhp)
40000.0,  Diesel  ,   Bangalore  ,2014.0,300000.0,Audi,A4 2.0 TDI Premium Plus
54000.0,  Diesel  ,   Hyderabad  ,2011.0,200000.0,Audi,A4 2.0 TDI Premium Plus
88000.0,  Diesel  ,   Bangalore  ,2008.0,120000.0,Audi,A6 (2005-2009) 3.0 TDi quattro
75000.0,  Diesel  ,   Mumbai  ,2010.0,109500.0,Audi,A6 (2005-2009) 2.7 TDi
73248.0,  Diesel  ,   Mumbai  ,2011.0,115000.0,Audi,A6 (2005-2009) 2.7 TDi
49000.0,  Diesel  ,   Bangalore  ,2010.0,230000.0,Audi,A6 (2005-2009) 2.7 TDi
18000.0,  Petrol  ,   Bangalore  ,2015.0,350000.0,Audi,A4 [2008-2013] 2.0 TFSI
88216.0,  Diesel  ,   Bangalore  ,2008.0,500000.0,Audi,A4 [2006-2008] 2.0 TDI Multitronic
85000.0,  Diesel  ,   Bangalore  ,2009.0,165000.0,Audi,A4 [2006-2008] 2.0 TDI Multitronic
85000.0,  Diesel  ,   Bangalore  ,2009.0,165000.0,Audi,A4 [2006-2008] 2.0 TDI Multitronic
65000.0,  Diesel  ,   Bangalore  ,2010.0,175000.0,Audi,A6 (2005-2009) 2.7 TDi
33936.0,  Diesel  ,   Thane  ,2012.0,173500.0,Audi,A4 A4 2.0 TDI (177bhp) Premium
31314.0,  Diesel  ,   Pune  ,2014.0,190000.0,Audi,A4 A4 2.0 TDI (143bhp)
33086.0,  Diesel  ,   Thane  ,2012.0,176500.0,Audi,A4 A4 2.0 TDI (143bhp)
45000.0,  Diesel  ,   Hyderabad  ,2015.0,270000.0,Audi,A4 35 TDI Premium Plus
9000.0,  Diesel  ,   New Delhi  ,2016.0,260000.0,Audi,A4 35 TDI PREMIUM SPORT
38000.0,  Petrol  ,   New Delhi  ,2008.0,119900.0,Audi,A4 3.2 FSI quattro
39500.0,  Diesel  ,   New Delhi  ,2014.0,210000.0,Audi,A4 3.0 TDI quattro
40000.0,  Diesel  ,   Bangalore  ,2013.0,230000.0,Audi,A4 A4 2.0 TDI (177bhp) Premium
38488.0,Diesel,NA,2012.0,1250000.0,Audi,A4 2.0 TDI Sline
42000.0,  Diesel  ,   Bangalore  ,2012.0,165000.0,BMW,X1 20d
48100.0,  Diesel  ,   Gurgaon  ,2012.0,185000.0,BMW,X1 20d
50651.0,  Diesel  ,   Thane  ,2012.0,137500.0,BMW,X1 20d
12800.0,  Diesel  ,   Bangalore  ,2016.0,380000.0,BMW,X1 2013-2015 sDrive20d(H)
54000.0,  Diesel  ,   Bangalore  ,2014.0,265000.0,BMW,X1 2013-2015 sDrive20d(H)
54000.0,  Diesel  ,   Bangalore  ,2013.0,260000.0,BMW,X1 2013-2015 20d
36000.0,  Diesel  ,   New Delhi  ,2008.0,160000.0,BMW,7-Series (2008-2016) 730Ld Sedan
69000.0,  Diesel  ,   New Delhi  ,2012.0,170000.0,BMW,5-Series 525d Sedan 3.0
44319.0,  Diesel  ,   Mumbai  ,2009.0,190000.0,BMW,7-Series (2008-2016) 730LD
61000.0,  Diesel  ,   New Delhi  ,2011.0,162500.0,BMW,5-Series 530d Sedan 3.0
78000.0,  Diesel  ,   New Delhi  ,2013.0,180000.0,BMW,5-Series 525d Sedan 3.0
75000.0,  Diesel  ,   New Delhi  ,2008.0,80000.0,BMW,5-Series 525d Luxury Line
39000.0,  Petrol  ,   New Delhi  ,2014.0,320000.0,BMW,5-Series 520i Sedan
45310.0,  Diesel  ,   Thane  ,2013.0,157500.0,BMW,X1 20d
65000.0,  Petrol  ,   New Delhi  ,2011.0,190000.0,BMW,5-Series 520i Sedan
69461.0,  Diesel  ,   Navi Mumbai  ,2007.0,105000.0,BMW,7-Series (2008-2016) 730LD
66465.0,  Diesel  ,   Mumbai  ,2011.0,118000.0,BMW,X1 20d
49000.0,  Diesel  ,   Hyderabad  ,2013.0,380000.0,BMW,X5 xDrive30d Design Pure Experience (5 Seater)
39000.0,  Diesel  ,   Muktsar  ,2011.0,153000.0,BMW,X1 sDrive18i
20000.0,  Diesel  ,   New Delhi  ,2014.0,370000.0,BMW,5-Series 520d M Sport
23719.0,  Petrol  ,   Mumbai  ,2010.0,312500.0,BMW,Z4 35i Prestige
59000.0,  Diesel  ,   Gurgaon  ,2009.0,230000.0,BMW,X6 xDrive 30d
50000.0,  Diesel  ,   Mumbai  ,2009.0,345000.0,BMW,X6 xDrive 30d
57000.0,  Diesel  ,   Hyderabad  ,2012.0,500000.0,BMW,X6 (2009-2014) xDrive 40d
48000.0,  Diesel  ,   Bangalore  ,2010.0,440000.0,BMW,X6 (2009-2014) xDrive 30d
46000.0,  Diesel  ,   Bangalore  ,2010.0,460000.0,BMW,X6 (2009-2014) xDrive 30d
43220.0,  Diesel  ,   Mumbai  ,2010.0,237500.0,BMW,X5 xDrive30d Expedition
75000.0,  Diesel  ,   New Delhi  ,2011.0,187500.0,BMW,X5 ( 2007 - 2013 ) 3.0 d
42302.0,  Diesel  ,   Bangalore  ,2011.0,350000.0,BMW,X5 ( 2007 - 2013 ) 3.0 d
72000.0,  Diesel  ,   Ahmedabad  ,2013.0,270000.0,BMW,X3 xDrive20d
40000.0,  Diesel  ,   New Delhi  ,2011.0,140000.0,BMW,X1 sDrive20d(H)
69000.0,  Diesel  ,   New Delhi  ,2011.0,112500.0,BMW,X1 sDrive20d M Sport 2015
70000.0,Diesel,NA,2011.0,975000.0,BMW,X1 sDrive20d
39565.0,  Petrol  ,   Mumbai  ,2011.0,100000.0,BMW,X1 sDrive18i
54433.0,  Diesel  ,   Thane  ,2012.0,142500.0,BMW,X1 20d
120000.0,  Diesel  ,   New Delhi  ,2013.0,270000.0,BMW,5-Series 520d Luxury Line
67000.0,  Petrol  ,   New Delhi  ,2010.0,202500.0,BMW,7 Series [2008-2013] 740Li Sedan
39000.0,  Diesel  ,   New Delhi  ,2014.0,320000.0,BMW,5-Series 520d Luxury Line
35000.0,  Diesel  ,   Bangalore  ,2013.0,280000.0,BMW,3-Series 320d
38000.0,  Diesel  ,   Gurgaon  ,2010.0,125000.0,BMW,3-Series 320d
53000.0,  Diesel  ,   Gurgaon  ,2011.0,129500.0,BMW,3-Series 320d
48527.0,  Diesel  ,   Mumbai  ,2010.0,115500.0,BMW,3-Series 320d
48000.0,  Diesel  ,   New Delhi  ,2009.0,80000.0,BMW,3-Series (2007-2009) 320d
93000.0,  Diesel  ,   Bangalore  ,2010.0,175000.0,BMW,3-Series (2007-2009) 320d
124000.0,  Diesel  ,   New Delhi  ,2010.0,77000.0,BMW,3-Series (2007-2009) 320d
38000.0,  Diesel  ,   Gurgaon  ,2010.0,125000.0,BMW,3-Series 320d
68235.0,  Diesel  ,   Mumbai  ,2010.0,93500.0,BMW,3-Series (2007-2009) 320d
40000.0,  Diesel  ,   New Delhi  ,2014.0,270000.0,BMW,3 Series GT 320d GT Luxury Line
115000.0,  Petrol  ,   Pune  ,2010.0,105000.0,BMW,3 Series Convertible 330d
41000.0,Diesel,NA,2013.0,2450000.0,BMW,3 Series 320d Sedan
55000.0,Diesel,NA,2012.0,1700000.0,BMW,3 Series 320d Sedan
13500.0,  Petrol  ,   New Delhi  ,2014.0,145000.0,BMW,1 Series 116i
78000.0,  Diesel  ,   New Delhi  ,2010.0,177500.0,BMW,
32000.0,  Diesel  ,   Hyderabad  ,2014.0,360000.0,BMW,5-Series 520d Luxury Line
63000.0,  Petrol  ,   Bangalore  ,2010.0,155000.0,BMW,3 Series [2010-2012] 320i
51000.0,  Diesel  ,   Hyderabad  ,2013.0,230000.0,BMW,3-Series 320d
11745.0,  Diesel  ,   Mumbai  ,2016.0,385000.0,BMW,3 Series GT 320d GT Luxury Line
50000.0,  Diesel  ,   Gurgaon  ,2012.0,145000.0,BMW,3-Series 320d
69000.0,  Diesel  ,   Raipur  ,2012.0,250000.0,BMW,5-Series 520 d
57000.0,  Diesel  ,   Gurgaon  ,2012.0,165000.0,BMW,3-Series 320d
27441.0,  Diesel  ,   Mumbai  ,2012.0,259000.0,BMW,5-Series 520 d
70000.0,  Diesel  ,   New Delhi  ,2013.0,200000.0,BMW,5 Series [2010-2013] 525d Sedan
73000.0,  Diesel  ,   Bangalore  ,2011.0,275000.0,BMW,5 Series [2010-2013] 520d Sedan
76517.0,  Diesel  ,   Bangalore  ,2008.0,130000.0,BMW,5 Series [2007-2010] 525d Sedan
65649.0,  Petrol  ,   Mumbai  ,2010.0,142500.0,BMW,5 Series [2007-2010] 523i Sedan
56000.0,  Diesel  ,   New Delhi  ,2012.0,250000.0,BMW,5 Series [2010-2013] 520d Sedan
55000.0,Diesel,NA,2010.0,990000.0,BMW,5 Series 520d Sedan
34407.0,  Diesel  ,   New Delhi  ,2013.0,240000.0,BMW,3-Series 320d Luxury Line
126699.0,  Diesel  ,   Trivandrum  ,2008.0,117500.0,BMW,3-Series 320d
40000.0,  Diesel  ,   New Delhi  ,2014.0,285000.0,BMW,3-Series 320d GT Luxury Line
72000.0,  Diesel  ,   Gurgaon  ,2010.0,95000.0,BMW,3-Series 320d
68000.0,  Diesel  ,   Gurgaon  ,2010.0,105000.0,BMW,3-Series 320d
90000.0,  Diesel  ,   Bangalore  ,2011.0,230000.0,BMW,5 Series [2007-2010] 520d Sedan
79000.0,  Diesel  ,   New Delhi  ,2009.0,82500.0,BMW,3-Series 320d
77000.0,Diesel,NA,2013.0,450000.0,Chevrolet,Enjoy 1.3 TCDi LTZ-7
66262.0,  Diesel  ,   Surat  ,2013.0,42500.0,Chevrolet,Enjoy 1.3 LS 8 STR
65000.0,  Diesel  ,   New Delhi  ,2013.0,40000.0,Chevrolet,Enjoy 1.3 LS 8 STR
79680.0,  Diesel  ,   Navi Mumbai  ,2014.0,39000.0,Chevrolet,Enjoy 1.3 LS 8 STR
53834.0,  Diesel  ,   Mumbai  ,2013.0,36000.0,Chevrolet,Enjoy 1.3 LTZ 7 STR
31900.0,  Diesel  ,   Dehradun  ,2013.0,47000.0,Chevrolet,Enjoy 1.3 LTZ 7 STR
86718.0,  Diesel  ,   Navi Mumbai  ,2013.0,37700.0,Chevrolet,Enjoy 1.3 LS 8 STR
77000.0,Diesel,NA,2013.0,450000.0,Chevrolet,Enjoy 1.3 TCDi LTZ-7
23234.0,  Diesel  ,   Navi Mumbai  ,2014.0,34100.0,Chevrolet,Enjoy 1.3 LT 7 STR
17000.0,  Diesel  ,   Mumbai  ,2014.0,35500.0,Chevrolet,Enjoy 1.3 LS 7 STR
17000.0,  Diesel  ,   New Delhi  ,2014.0,112500.0,Chevrolet,Cruze LTZ AT
49000.0,  Diesel  ,   Bangalore  ,2015.0,95000.0,Chevrolet,Cruze LTZ AT
56948.0,  Diesel  ,   Surat  ,2011.0,60000.0,Chevrolet,Cruze LTZ AT
49286.0,  Diesel  ,   Thane  ,2012.0,75000.0,Chevrolet,Cruze LTZ AT
52000.0,  Diesel  ,   Gurgaon  ,2013.0,69500.0,Chevrolet,Cruze LTZ AT
49000.0,  Diesel  ,   Bangalore  ,2014.0,90000.0,Chevrolet,Cruze LTZ AT
54500.0,  Diesel  ,   Bangalore  ,2012.0,92500.0,Chevrolet,Cruze LTZ AT
93077.0,  Diesel  ,   Bangalore  ,2010.0,90000.0,Chevrolet,Cruze LTZ AT
42951.0,  Diesel  ,   Mumbai  ,2011.0,62500.0,Chevrolet,Cruze LTZ AT
73200.0,  Diesel  ,   Surat  ,2011.0,55000.0,Chevrolet,Cruze LTZ AT
77000.0,Diesel,NA,2013.0,450000.0,Chevrolet,Enjoy 1.3 TCDi LTZ-7
37722.0,  Diesel  ,   Bangalore  ,2010.0,75000.0,Chevrolet,Cruze LTZ AT
47898.0,  Diesel  ,   Bangalore  ,2012.0,80000.0,Chevrolet,Cruze LTZ AT
69739.0,  Petrol  ,   Navi Mumbai  ,2014.0,37600.0,Chevrolet,Enjoy 1.4 LS 8 STR
50564.0,  Petrol  ,   New Delhi  ,2013.0,25000.0,Chevrolet,Sail LS ABS Petrol
92284.0,  Petrol  ,   Bangalore  ,2004.0,23600.0,Chevrolet,Optra 2003 1.6 LS
114519.0,  Diesel  ,   Gurgaon  ,2013.0,30000.0,Chevrolet,Sail LS Petrol
39834.0,  Petrol  ,   New Delhi  ,2013.0,33000.0,Chevrolet,Sail LS Petrol
40034.0,  Diesel  ,   New Delhi  ,2012.0,23500.0,Chevrolet,Sail LS Petrol
63930.0,  Petrol  ,   Navi Mumbai  ,2013.0,18500.0,Chevrolet,Sail LS Petrol
29034.0,  Petrol  ,   Gurgaon  ,2013.0,28500.0,Chevrolet,Sail LS Petrol
40453.0,  Petrol  ,   New Delhi  ,2013.0,28000.0,Chevrolet,Sail LS Petrol
75314.0,  Diesel  ,   Navi Mumbai  ,2013.0,19000.0,Chevrolet,Sail LS Diesel
48987.0,  Diesel  ,   Bangalore  ,2011.0,75000.0,Chevrolet,Cruze LTZ AT
21000.0,  Petrol  ,   New Delhi  ,2014.0,32500.0,Chevrolet,Sail LS ABS Petrol
62238.0,  Petrol  ,   New Delhi  ,2013.0,23000.0,Chevrolet,Sail LS ABS Petrol
42196.0,  Petrol  ,   New Delhi  ,2014.0,26000.0,Chevrolet,Sail LS ABS Petrol
35000.0,  Diesel  ,   Bangalore  ,2014.0,47500.0,Chevrolet,Sail Hatchback LS ABS Diesel
35000.0,  Diesel  ,   Bangalore  ,2014.0,47500.0,Chevrolet,Sail Hatchback LS ABS Diesel
71355.0,  Petrol  ,   Navi Mumbai  ,2014.0,22500.0,Chevrolet,Sail Hatchback Base Petrol
67562.0,  Diesel  ,   Bangalore  ,2012.0,39900.0,Chevrolet,Optra Magnum LT 2.0 TCDi
67358.0,  Diesel  ,   Chennai  ,2012.0,36000.0,Chevrolet,Optra Magnum LT 2.0 TCDi
79000.0,  Diesel  ,   Mumbai  ,2008.0,19000.0,Chevrolet,Optra Magnum LT 2.0 TCDi
130000.0,  Petrol  ,   Pune  ,2008.0,27500.0,Chevrolet,Optra Magnum LT 1.6
25635.0,  Petrol  ,   New Delhi  ,2009.0,32500.0,Chevrolet,Optra Magnum LT 1.6
72000.0,  Diesel  ,   New Delhi  ,2011.0,31000.0,Chevrolet,Optra Magnum LS 2.0 TCDi
75000.0,  Petrol  ,   Pune  ,2009.0,22000.0,Chevrolet,Optra Magnum LS 1.6
34000.0,  Petrol  ,   Mumbai  ,2008.0,17500.0,Chevrolet,Optra Magnum LS 1.6
60282.0,  Petrol  ,   Indore  ,2004.0,13500.0,Chevrolet,Optra 2003 LS
47338.0,  Petrol  ,   Mumbai  ,2007.0,22500.0,Chevrolet,Optra 2003 1.6 Elite
109000.0,  Diesel  ,   Bangalore  ,2011.0,85000.0,Chevrolet,Cruze LTZ AT
43836.0,  Diesel  ,   Mumbai  ,2012.0,79500.0,Chevrolet,Cruze LTZ
64702.0,  Diesel  ,   Ernakulam  ,2011.0,60000.0,Chevrolet,Cruze LTZ AT
90645.0,  Diesel  ,   Jalandhar  ,2010.0,42500.0,Chevrolet,Cruze LTZ
72913.0,  Diesel  ,   Gurgaon  ,2012.0,52500.0,Chevrolet,Cruze LTZ
44220.0,Diesel,NA,2011.0,350000.0,Chevrolet,Cruze LTZ
39000.0,Diesel,NA,2012.0,485000.0,Chevrolet,Cruze LTZ
27000.0,  Diesel  ,   Bangalore  ,2015.0,130000.0,Chevrolet,Cruze LT
45391.0,  Diesel  ,   New Delhi  ,2014.0,80000.0,Chevrolet,Cruze LT
72290.0,  Diesel  ,   Bangalore  ,2011.0,75000.0,Chevrolet,Cruze LT
65020.0,  Diesel  ,   New Delhi  ,2010.0,52000.0,Chevrolet,Cruze LT
45000.0,  Diesel  ,   Mumbai  ,2011.0,85000.0,Chevrolet,Cruze LT
72000.0,  Diesel  ,   Gurgaon  ,2012.0,43000.0,Chevrolet,Cruze LT
28567.0,  Diesel  ,   Kolkata  ,2010.0,40000.0,Chevrolet,Cruze LT
73569.0,Diesel,NA,2014.0,839000.0,Chevrolet,Cruze 2.0 LTZ MT BS4
46000.0,  Diesel  ,   New Delhi  ,2012.0,77000.0,Chevrolet,Captiva Xtreme
76770.0,  Diesel  ,   Surat  ,2011.0,72000.0,Chevrolet,Captiva Xtreme
46211.0,  Diesel  ,   New Delhi  ,2012.0,75000.0,Chevrolet,Captiva Xtreme
65443.0,  Diesel  ,   Gurgaon  ,2010.0,75000.0,Chevrolet,Captiva LT
60100.0,  Diesel  ,   Gurgaon  ,2011.0,66500.0,Chevrolet,Captiva LT
73000.0,  Diesel  ,   Bangalore  ,2010.0,100000.0,Chevrolet,Captiva LT
62751.0,  Diesel  ,   Surat  ,2011.0,69000.0,Chevrolet,Captiva LT
38456.0,  Diesel  ,   Gurgaon  ,2012.0,102500.0,Chevrolet,Captiva LT
53225.0,  Diesel  ,   Indore  ,2011.0,75000.0,Chevrolet,Captiva LT
65000.0,  Diesel  ,   New Delhi  ,2011.0,72500.0,Chevrolet,Captiva (2008-2015) LTZ AWD 2.2
49000.0,  Diesel  ,   Bangalore  ,2013.0,47500.0,Chevrolet,Sail LT ABS Diesel
32537.0,  Diesel  ,   Banswara  ,2014.0,127500.0,Chevrolet,Cruze LTZ
52887.0,  Diesel  ,   Gurgaon  ,2014.0,105000.0,Chevrolet,Cruze LTZ AT
33900.0,  Diesel  ,   Bangalore  ,2013.0,120000.0,Chevrolet,Cruze LTZ
67190.0,  Diesel  ,   Pune  ,2012.0,65000.0,Chevrolet,Cruze LTZ
70336.0,  Diesel  ,   Surat  ,2010.0,45000.0,Chevrolet,Cruze LTZ
36108.0,  Diesel  ,   Bangalore  ,2014.0,110000.0,Chevrolet,Cruze LTZ
52334.0,  Diesel  ,   New Delhi  ,2013.0,51900.0,Chevrolet,Cruze LTZ
75307.0,  Diesel  ,   Surat  ,2009.0,45000.0,Chevrolet,Cruze LTZ
67559.0,  Diesel  ,   Pune  ,2012.0,65000.0,Chevrolet,Cruze LTZ
82944.0,  Diesel  ,   Mumbai  ,2010.0,60000.0,Chevrolet,Cruze LTZ
80000.0,  Diesel  ,   Mumbai  ,2013.0,42500.0,Chevrolet,Cruze LTZ
25000.0,  Diesel  ,   New Delhi  ,2012.0,67500.0,Chevrolet,Cruze LTZ
31000.0,  Diesel  ,   Bangalore  ,2011.0,90000.0,Chevrolet,Cruze LTZ
40000.0,  Diesel  ,   Bangalore  ,2010.0,75000.0,Chevrolet,Cruze LTZ
39731.0,  Diesel  ,   New Delhi  ,2012.0,79000.0,Chevrolet,Cruze LTZ
30109.0,  Diesel  ,   Bangalore  ,2013.0,125000.0,Chevrolet,Cruze LTZ
24908.0,  Diesel  ,   New Delhi  ,2012.0,65000.0,Chevrolet,Cruze LTZ
29285.0,  Diesel  ,   New Delhi  ,2010.0,60000.0,Chevrolet,Cruze LTZ
70000.0,  Diesel  ,   Bangalore  ,2011.0,82500.0,Chevrolet,Cruze LTZ
55114.0,  Diesel  ,   Jalandhar  ,2011.0,65000.0,Chevrolet,Cruze LTZ
27272.0,  Diesel  ,   Erode  ,2015.0,120000.0,Chevrolet,Cruze LTZ
40048.0,  Diesel  ,   Surat  ,2010.0,60000.0,Chevrolet,Cruze LTZ
28318.0,  Diesel  ,   Ahmedabad  ,2016.0,125000.0,Chevrolet,Cruze LTZ
77598.0,  Diesel  ,   Chennai  ,2011.0,72500.0,Chevrolet,Cruze LTZ
56058.0,  Diesel  ,   Jammu  ,2011.0,67000.0,Chevrolet,Cruze LTZ
46637.0,  Diesel  ,   Indore  ,2011.0,85000.0,Chevrolet,Cruze LTZ
70234.0,  Diesel  ,   Ankleshwar  ,2012.0,67500.0,Chevrolet,Cruze LTZ
97244.0,  Diesel  ,   Mumbai  ,2011.0,62500.0,Chevrolet,Cruze LTZ
49000.0,  Diesel  ,   Bangalore  ,2013.0,47500.0,Chevrolet,Sail LT ABS Diesel
24808.0,  Petrol  ,   Bangalore  ,2013.0,19800.0,Chevrolet,Spark LT
21425.0,  Petrol  ,   Bangalore  ,2013.0,45000.0,Chevrolet,Sail LT ABS Petrol
33887.0,  Petrol  ,   Pune  ,2007.0,15000.0,Chevrolet,Spark LT
40919.0,  Petrol  ,   Noida  ,2011.0,22500.0,Chevrolet,Spark LT
66226.0,  Petrol  ,   Chennai  ,2011.0,19500.0,Chevrolet,Spark LT
73000.0,  Petrol  ,   Bangalore  ,2009.0,18500.0,Chevrolet,Spark LT
34000.0,  Petrol  ,   Chennai  ,2007.0,14500.0,Chevrolet,Spark LT
40919.0,  Petrol  ,   Noida  ,2011.0,22500.0,Chevrolet,Spark LT
48197.0,  Petrol  ,   New Delhi  ,2012.0,14300.0,Chevrolet,Spark LT
20201.0,  Petrol  ,   Nagpur  ,2014.0,27500.0,Chevrolet,Spark LT
11784.0,  Petrol  ,   Mumbai  ,2015.0,19400.0,Chevrolet,Spark LT
69935.0,  Petrol  ,   Mumbai  ,2009.0,16500.0,Chevrolet,Spark LT
